"seed","nind","size","seq","od","bias","maf","oaf","rho","ploidy","delta","pAB","pAb","paB","pab","updog_rho","polyrad_rho","uniform_rho","horse_rho"
166,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.616948259694282,0.611134739564327,0.41269071388554,0.323900014667773
118,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899763733984129,0.899302908569065,0.887643376316456,0.885551326963367
28,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.892979803272984,0.888567847007125,0.731790095688027,0.645489875506347
35,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.722926362330682,0.720906884890801,0.466261254124592,0.178545594550797
196,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886285363906642,0.88170361047159,0.727156970135183,0.65647870978816
65,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.528467867488685,0.518942353008142,0.499131190812267,0.450679822525033
87,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.833568296500447,0.833364252741604,0.807268267074761,0.809221527599077
132,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.962476787223753
69,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,0.994313150492182,0.657084828945652,0.527277173386476
108,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.84514091797356,0.844379249230654,0.831439843603143,0.834645201795414
181,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.955684769278285,0.954010416961948,0.93720364595934,0.937236102047581
145,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.865988396520961,0.865639907294419,0.854787320562859,0.854358010155089
89,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899243576839962,0.898855476830403,0.885893350858224,0.884596017799381
148,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.850102039778537,0.56581336259189
29,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.738588171759684,0.732579887612293,0.495476501708637,0.368228441536986
144,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902392190645396,0.897562332491513,0.742336558880634,0.671364307529988
19,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89321861806209,0.888413041954244,0.735181544167699,0.663488190541733
11,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.720380141189281,0.708825258287377,0.654243216937708,0.531824809064754
145,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
46,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.826461284369234,0.818143537474721,0.542995449273655,0.445945254886299
156,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889768494822963,0.885173232977084,0.733554836757326,0.656445245229406
171,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.916631102445662,0.911743469752425,0.754707514366101,0.680479604361003
101,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898314128488659,0.89791452558009,0.885283817469618,0.883497635703344
160,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907464963895327,0.907273132459132,0.891717270901093,0.887331636906765
68,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.387749671911289,0.387237147236697,0.30257499374778,0.327387021434357
156,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.900519820470136,0.900303413088544,0.888376881348294,0.885843906567971
164,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.885550188837604,0.876754999374629,0.580374332819318,0.467055782023326
9,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.838576937074593,0.76138535607551
46,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.751838540633395
113,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.877462135658824,0.868923762408947,0.576449463077257,0.455228578762064
156,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.901048746552006,0.797093691448632
136,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.945360338769049,0.817113138751874
117,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896133311232382,0.895747169577757,0.883150676699371,0.881255299457166
43,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.804670559283266,0.804584295787874,0.795687970288079,0.788140559885759
28,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.865799352776713,0.864040935683615,0.877680826381294,0.872386800466396
91,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
114,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.82879985761608,0.824123281753987,0.70028967293274,0.629100246705885
47,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901153158024089,0.896482614925538,0.740727093463266,0.665489510294292
23,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881192405837101,0.872389036310053,0.577365307298402,0.46470332845965
149,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.923472718525661,0.918609982187875,0.760560304935986,0.685454085574129
165,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.850445608842931,0.846033849149479,0.69900173535907,0.62677464871893
112,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.913947980662389,0.909144452623546,0.750471280698918,0.678842602607989
134,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.749756084148258,0.576951603195861
142,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.92281232413963,0.913535664905497,0.604880127927267,0.49249010423729
185,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.919440565338059,0.909987984460803,0.601481707288358,0.505561832341033
178,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.991822637737032,0.981609317426727,0.649592518126581,0.533122668941987
106,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.993387366276499,0.899600214403696
159,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,0.994805699715778,0.659845138456706,0.533238886668279
138,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.833240440992932,0.829196937672283,0.676780451748255,0.610831926286668
192,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899704302901304,0.890566360846076,0.588336898658381,0.481260790286875
85,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.914707342978116,0.914214217328842,0.901272503521742,0.901702065644608
116,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.887698732641374,0.878870291515159,0.581472614757463,0.466797016336049
102,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.464060980324638,0.460221517187105,0.383100049669639,0.256904620111174
138,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.88511391166155,0.884395682638006,0.876772834383493,0.871904165494336
195,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
36,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.98151366103199,0.971812624405119,0.644187327392082,0.513442868709357
6,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91000612018823,0.904610111144949,0.751910927700078,0.691646582049804
175,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.671179293480995,0.586444081637875
151,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.454441016604114,0.453851039244053,0.346000047865108,0.39410455771544
180,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.912618676368999,0.912324016539014,0.90080920216142,0.898532016234596
176,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.510932173614758,0.509252382386886,0.416343057167743,0.248968405275565
151,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.845624976037647,0.846814443624864,0.817014405485025,0.820034655858334
10,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.915642224390495,0.906684210146393,0.601812400167921,0.481949746529934
122,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.922306212393449,0.917496732251501,0.759453649731909,0.684883435614318
41,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898920541859932,0.89002950722418,0.590539478239682,0.466675765077515
200,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.966089248332829
16,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.716137787592209,0.53476993692289
6,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.914966409604774,0.840640323432606
123,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.884425872774916,0.884120350637663,0.869904842323016,0.869691789806214
99,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.920660687228972,0.915901329952359,0.755825629412782,0.681399389401301
175,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.834581975103889,0.826458770589727,0.567285323983095,0.421464887547859
33,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.786752960451628,0.608808038990454
88,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881739728789567,0.881691732072625,0.869046093511137,0.865821422059602
107,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.914444257927302,0.914296619133828,0.897778347339543,0.893971515690952
186,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.127691172521079,0.127860945983929,0.120884759674181,0.0410129131694281
47,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.935698347364486,0.907811790800123
35,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.8961006135164,0.895757294895931,0.882670787249208,0.881447212675257
199,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.927269244272743,0.917755584808118,0.606776676129946,0.496886331002242
48,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903190899838728,0.902890381574199,0.890707547538607,0.888712837544788
62,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.920982322568632,0.911834979002107,0.600978033731915,0.472907397833916
195,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906126921816249,0.905981459414069,0.892383732184174,0.890386291120269
126,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.919826758543203,0.919788770150783,0.907202005284065,0.908432208615563
170,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898909740097966,0.89439609828771,0.739889629143099,0.657977501547977
54,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901025354829941,0.900755216479015,0.889377358089706,0.887330291616002
179,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.865732709132648,0.857097305848217,0.569030681545788,0.462858457137532
147,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881443834929393,0.87690555696065,0.723302142920944,0.655270983677778
19,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899819733238128,0.899439354025534,0.887625587663644,0.885826703950481
102,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.866405046334321,0.865483913386258,0.852181806547211,0.850759096854235
79,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.891807054265138,0.88715848803552,0.730944635360979,0.656706908370535
18,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.729310059769429
111,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.985245330146024,0.98020508839313,0.794924217690548,0.743808763388268
24,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.696096066482771,0.563167403537669
28,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904897873083677,0.90008706528091,0.744267100053452,0.673862817631155
149,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.980607017575957,0.980142813447568,0.969300411951774,0.969712471337805
69,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901564876278321,0.896962891975353,0.741454397392603,0.668889699239867
134,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.891397247930642,0.886678115719611,0.729729149063951,0.660546569578949
74,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91319502366445,0.903688830799685,0.597669939922234,0.472431706577267
33,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.946534082822911,0.945822044711198,0.935695763382724,0.93383292747394
78,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.892270159701007,0.887637086281366,0.733796127403197,0.655361058353308
168,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.918260096300372,0.913606933383184,0.751046554916973,0.684722143571281
114,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.883055070405868,0.883322989041665,0.868947213569322,0.866415639849447
180,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.842218436677308,0.781984359300951
68,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903418322285775,0.90305961690431,0.890615769746973,0.888944041592103
164,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.885760420121912,0.880979188038421,0.730845883082751,0.651651167969806
139,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.726814451461773,0.724195580721736,0.610386514643477,0.529444562190385
124,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894454697657933,0.889764950849699,0.735902946652245,0.661600826411536
137,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.995596155538146,0.991729733656368,0.811834287901452,0.760545648368938
181,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897686263593407,0.892687612355359,0.745083660304631,0.669962095551152
129,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.887891581265004,0.883219364083983,0.730878882156142,0.659008919736402
9,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904491475909834,0.89967290238815,0.736992920411049,0.673661944361709
8,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.810384212273471,0.809230876266688,0.79135037620775,0.79134984237076
158,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.870476334176358,0.865966515759177,0.709655842381937,0.639634327928992
71,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907164605766902,0.906730523484472,0.901263127336706,0.895542520987306
42,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.879045227627738,0.880456398506557,0.86918353290219,0.861759630017035
196,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905049277653923,0.905320774667376,0.891404866188148,0.888964160737792
166,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89516985465388,0.894939572502394,0.881813174226875,0.880512937915488
8,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.570355985763466,0.56438163208606,0.393110193013242,0.269461091728026
139,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907759731621002,0.909579657060693,0.88594414515306,0.886130778815551
30,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898667250599322,0.894069091031129,0.738624710951495,0.662705772836254
150,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.593359117537845,0.588340358671905,0.452862859018462,0.499693504428205
122,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.992741325407455,0.653405435405241
56,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.838341352069078,0.835817251812305,0.813129242142754,0.813380371758921
93,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.888123234370635,0.879169962011842,0.581086941387177,0.471416094049409
127,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.900895218264653,0.900741123968203,0.881311095985674,0.885820796407214
29,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.951061480158068,0.950967197516648,0.936657248268577,0.937281311137551
97,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.864979879984819,0.857626633039801,0.578252648274276,0.429463644144593
24,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.908844591668046,0.904114794382226,0.748975201154658,0.67024640236405
126,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.832614662498639,0.828447689579166,0.68616234224755,0.620567607898129
156,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.695675651502273,0.572173860855388
153,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.859357581706066,0.850833652840116,0.561739025330914,0.446961748166844
91,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911095764036985,0.910803604371712,0.898396085405188,0.896688787967671
169,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.748836636489195,0.746297852504043,0.606340439743469,0.503287824496356
195,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90064704486064,0.895865641249132,0.74098716206579,0.667664037789732
1,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.857101139915608,0.848617021007733,0.564234064958014,0.45694789770564
142,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.999693775434513
5,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.782876665724844,0.779899585391737,0.624199685594492,0.562169639996887
53,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
100,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.908487480548592,0.911170314982265,0.897987330046299,0.89395657674855
162,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.891123976082615,0.882235465735055,0.584096753082167,0.47312651532561
114,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.861800083736175,0.860853239283994,0.849708609335726,0.847563611713684
131,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.925032749911252,0.924647246555794,0.912807697333206,0.910414562731825
14,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.86176316055077,0.861560551870762,0.847584738605827,0.844113490457104
89,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91319472473142,0.912835974234908,0.901737243581837,0.900881094186528
87,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906840032742715,0.906402079641672,0.894200046124073,0.89266912229012
192,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886717506449012,0.881971035053616,0.727141729135392,0.667964422358776
127,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903297367158512,0.902892674471812,0.890909411234024,0.888930917985449
133,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.913462909321244,0.904319041504418,0.598400113680687,0.486089734882012
65,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91025808704611,0.909497827775788,0.896994429832726,0.896202922309712
19,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898240046604733,0.898077083561622,0.886495317251958,0.884649339289019
34,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91035058399865,0.906094490014679,0.754541714999033,0.679462767495207
23,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.699947941510192,0.695768103697459,0.585548087011719,0.519971649957384
15,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.825736442398963,0.825528624321423,0.794155002036426,0.79415049268513
113,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897979783226191,0.897458256335983,0.887995341182552,0.886798264137305
82,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.87336752330492,0.872963031393607,0.857919474271654,0.860051351638503
125,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.863657885219872,0.855194662748992,0.568008428824181,0.454236157007981
95,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.879580367483547,0.87490941595558,0.723653428600593,0.652888611427947
18,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899503202153857,0.895372091945126,0.745366782869291,0.665585857843477
183,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.147921364472954,0.14847446053817,0.107217553499662,0.00859259758095132
108,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895756816497376,0.895439678976195,0.88272902812132,0.880209159497099
59,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.952526571432933,0.946878943466386,0.779396100428456,0.744546824031022
28,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.842188180401967,0.841666879830099,0.833788915102353,0.830188833431689
154,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.67704849577197,0.544237875360924
76,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.890507516327145,0.885890039224461,0.732437899100994,0.659588933835633
80,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.805400905579353,0.805580425661519,0.791393961632027,0.788062918073024
165,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.71342769630345,0.710518909818372,0.581826778878976,0.512651653841077
90,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.868527322642332,0.858349717743661,0.562776314547118,0.483385803450965
170,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.676487842838039,0.415231987666428
39,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889519727335727,0.884789162176081,0.730249284138644,0.656655130856603
80,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.857744904044702,0.853134365040969,0.706678566003556,0.632231852762802
110,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898021649911665,0.897655652714638,0.885229987268999,0.883564088490918
106,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.834918275093955,0.830430816534405,0.689371216055892,0.618180305066802
41,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899144220661436,0.890113599295846,0.588547419765691,0.478153272632438
48,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.838526542719937,0.830302558513236,0.548918021533462,0.433648047154286
