"seed","nind","size","seq","od","bias","maf","oaf","rho","ploidy","delta","pAB","pAb","paB","pab","updog_rho","polyrad_rho","uniform_rho","horse_rho"
182,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.866217826177265,0.85791414167714,0.560472827916283,0.416374044483041
85,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.928056835879948,0.851545598516605
44,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.954392771955124
7,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
104,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.671235655464636,0.475024530210233
140,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889730056019426,0.880738088229923,0.581831216501972,0.472306185528323
109,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.681852894222121,0.678103041365984,0.565369237675768,0.512019940583615
99,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.880541481117259,0.875849540577894,0.726935236369244,0.651743349409373
200,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.858754020556724,0.858599540203371,0.844033888382202,0.844329184924661
156,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.304062368992681,0.295440951027247,0.180851477253851,0.301223661406684
42,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.715170358944417,0.708875344781834,0.585359215314652,0.62847836731143
53,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.832744306535763,0.762810230200708
165,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.696983753715175
25,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.951053086388937,0.94457455605839,0.776069149327619,0.708867964539748
109,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881693676573268,0.873163302233993,0.578799683258768,0.459519287128673
39,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.953963629752216,0.841665171197354
109,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.457629046292159,0.452506177178546,0.297181701185881,0.263078522276522
169,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.941238150659622,0.726667085481449
186,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89741819993325,0.897979669872546,0.876250370667646,0.883579764281667
173,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903058982299093,0.902583155327238,0.890968960639241,0.888902899892798
191,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90226091098248,0.902001707641995,0.889033977882312,0.887181125522471
89,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.949212267985204,0.944146046636979,0.78026688719471,0.704970962778179
168,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886005721335304,0.87724161539723,0.580930631663889,0.465258033999134
54,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.994903118649464
16,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902093974784587,0.902894355727373,0.893617390814701,0.890183315168765
13,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.85049661503654,0.847217915542774,0.70850994610668,0.5921246891097
149,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.153832738188723,0.15128637010807,0.107825710896558,0.120344213460762
7,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911298635648023,0.910680214625983,0.908188369192625,0.908018549220744
9,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.883767861062097,0.883505382643011,0.867545973748861,0.866371778462511
168,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902132968898163,0.90179604904254,0.888857221557532,0.887023480621144
117,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.892659954733078,0.892635800458472,0.880840517153437,0.876336486498947
171,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886625383281911,0.886090366250018,0.873657313660715,0.871934198734073
160,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.96239221067555,0.952799655714854,0.629747916382657,0.500716081901137
92,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.880092337888761,0.871686939201334,0.57779395585437,0.45765911357308
151,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.774350094852681,0.569820633422459
118,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.919343971514546,0.910126711192955,0.602942685585496,0.489880274624388
128,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.93208938769388,0.923310909001623,0.61594827090964,0.47637599884119
96,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.990765700952122,0.982418802382489,0.695933836190013,0.572756318885311
175,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.887560574662661,0.882935313122839,0.729629202216567,0.662249278279826
190,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.858502253813419,0.854066826577071,0.700084273158512,0.640274071467156
130,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.88961942077291,0.888534313841792,0.883130487512096,0.882190014966637
155,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
171,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89354420761692,0.884779524893327,0.585533780195308,0.452664061338931
57,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.913444212125655,0.904752888950258,0.626906515953972,0.56902310859548
80,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.921377823139329,0.921041827596305,0.907451567426119,0.905289798012903
25,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.835018357817981,0.830615292958194,0.68405571210253,0.615251534891418
190,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.914161869611689,0.905038668891722,0.59975028763208,0.486169347074059
182,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
135,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.179584043792112,-0.177471366642189,-0.105267580771327,-0.0665568640735643
39,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902885624229996,0.902590100219648,0.890684430996942,0.888996359330771
5,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89622619146904,0.887238577349589,0.587514357630985,0.476223488899326
77,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.853359328867979,0.84451596029888,0.556371620649712,0.46306690395375
85,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881967186838918,0.877382456525608,0.725637727407247,0.65431602674809
116,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897836679407345,0.897474701503161,0.884287409418432,0.883086505172571
84,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.542353061389776,0.542023254974539,0.540437689820161,0.540438648875947
60,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.838271992217244,0.778167858714671
50,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.823335471089355,0.819731444965229,0.650416591973612,0.615218267472723
158,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.852842301554586,0.844426264710074,0.559216943666993,0.447280378364971
12,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.927155577331735,0.694263872444479
41,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907420067078046,0.90709684258791,0.894800631311273,0.892974327993415
163,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.772905596864949,0.766095054039051,0.515157827283181,0.417634945526984
150,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.993401561584823,0.98720986856639,0.826571122791399,0.73094081966068
35,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.87002134044384,0.864870487189811,0.623664841454875,0.62969538475149
105,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.863256074371882,0.85537203961973,0.565695480353622,0.439839539285725
147,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91008182457224,0.905305600676871,0.746947036924304,0.68691590741234
89,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907092999169005,0.906642083383149,0.892053660825731,0.890106613788378
6,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889984955116597,0.885352233943206,0.731676857773072,0.66029518837416
15,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.760980233346038
158,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901705781439097,0.901246789209193,0.887238024934625,0.886000354468181
31,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.998088465150258
115,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.919725247704678,0.910437442114236,0.604628475487686,0.505354167223756
44,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904851270157066,0.900972451298424,0.742804756693588,0.680543269850778
88,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.750073569664929,0.625861632576764
144,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.888046370241307,0.887233923937475,0.875781160256245,0.874852143585057
151,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.884581592881702,0.880322931507053,0.725748673549911,0.651893147622008
89,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.713665632616274,0.547937570419433
136,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.92002353236556,0.915363559380852,0.762559209723131,0.682794628717351
133,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.920982531913222,0.920738087387325,0.908334057553602,0.90975442456832
78,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.459124210222457,0.454702864726001,0.299304499222988,0.223989873693614
92,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897613898007336,0.897085529751209,0.884752773139492,0.880150797235329
2,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.880726395293872,0.88075468597578,0.866680716961582,0.867427433306704
124,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91110404563536,0.910572148504798,0.897320332201246,0.895404954416265
105,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.798997217171152,0.799566022679351,0.779777047712839,0.77975661223939
134,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904545651705651,0.90424372124439,0.892173222977683,0.889990622240391
60,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902098430593969,0.901835358035844,0.889173357259838,0.887838430836604
28,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.887725011822627,0.878507402866008,0.577752158141207,0.466435744106275
187,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.947330116250081,0.948307002724463,0.93220234214385,0.933272648903378
173,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.892246200008163,0.892493566357205,0.872562643118835,0.875532392329547
77,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.846391241242385,0.841991140258933,0.698202213199319,0.621202229008023
72,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881939693836789,0.883437732152589,0.855966878106797,0.866786274750876
89,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.97554572101266,0.965976155849726,0.640543184349291,0.512751747063041
43,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.690670336370425,0.561631649048047
77,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.911138402605584,0.906127978133578,0.7534521600917,0.669250917524071
40,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.903532822357473,0.759081273360789
188,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.711880264923924,0.62099685096362
152,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.837752827395433,0.829782239860952,0.595673492790216,0.446959661144752
65,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.453572803894552,0.438402490057428,0.316678409257635,0.40192766753129
21,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.932616033889569,0.92779953534309,0.76564603129091,0.691041445990198
142,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.930603112233041,0.925630344973009,0.767100336401475,0.695838547204896
79,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.409007246333511,0.406135010778384,0.361702262302726,0.273616785812864
73,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.890307565623198,0.764750966045544
123,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.700434148046055,0.702215301013356,0.676366746140883,0.676098130639283
107,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.919014493757367,0.909818558068474,0.602247244425216,0.48847874062088
35,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.87749577628272,0.868761806286935,0.575464085151766,0.462993014454625
18,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904807988733702,0.904524484764847,0.892083329891747,0.89008386415843
107,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.887069556178628,0.88678688237203,0.872709198701059,0.871913173345528
182,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
5,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896720706211519,0.896333225337699,0.884585213653231,0.882951986995532
67,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.561180299339202,0.554211926075163,0.4253341580716,0.360211316425241
116,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.794296911779104,0.795124397706593,0.760165299503553,0.760173432118385
48,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.915945461199132,0.911170588615127,0.752140822250525,0.679455440697272
33,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.636446712351157,0.632351362540295,0.436026889770182,0.31479690087223
183,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889364924611238,0.88517454082274,0.731876826544369,0.651276192495746
104,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894265590682773,0.885498564648006,0.584968199272465,0.467809280425347
119,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895314655531833,0.890661829044416,0.736349845458488,0.663136427587531
94,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.55383369285717,0.553442576749062,0.45332143563256,0.361188087368813
27,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895073149778519,0.895144122211846,0.880964486601278,0.881077217566068
112,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896201038574208,0.895672636253012,0.883866776416667,0.882027331648251
69,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901496342654495,0.901129478765276,0.888666288476644,0.8865830266412
95,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.833294662452695,0.825949365717571,0.555700073877091,0.420885111071767
74,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.879621571202371,0.870877247431664,0.576403592325316,0.463395775398589
53,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.832731594320974,0.824627801529737,0.548527378310223,0.432823441355505
63,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.935748368137183,0.936077605300508,0.907985448892405,0.907985890767008
61,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.871513370095766,0.649507614935821
41,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89989239166028,0.895340074321659,0.739446549439479,0.659668904422681
4,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.734377215618287,0.585305365518584
44,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.937317742337865,0.928026756653825,0.613438074782654,0.487478909773556
12,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.907268193277056,0.895002682090147
170,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899946237918919,0.890740915663438,0.588020115034182,0.48469937621226
53,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895740898194941,0.891017907121959,0.735730109792427,0.659241133021489
200,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.917648470776643,0.912880658271538,0.753817288946017,0.678600511684946
179,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.73742971883599,0.733331988363842,0.606811337052436,0.555434829604115
165,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.867299239528006,0.858961211577773,0.685067663646737,0.581359687983883
161,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.916126541164031,0.907015990833389,0.600865635789218,0.486558675102927
137,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.841799027185386,0.76520193951893
40,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.28400159913497,0.279002150539237,0.178879414039728,0.222364675839326
128,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.99469082237653,0.994548770105417,0.988733016493689,0.990117590434206
121,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.563707670050615,0.558246931914545,0.367291363891746,0.291706796612276
181,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.939407065466124,0.929766702539248,0.616063571456723,0.506118879612094
31,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.756037573925772
191,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896492408918086,0.896197324297409,0.882995107099916,0.88184163024379
127,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.926704547948466,0.921888385149421,0.758234108868696,0.686071210210147
30,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.687417842559292,0.54703761340815
147,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.923711385768028,0.914571160316013,0.623180289870363,0.524534943428949
3,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894564229715856,0.894168244807114,0.885763010371933,0.881834902479361
113,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.769195664129519,0.761738293956312,0.50885698396753,0.407902616508632
157,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899811407298246,0.89935803629718,0.885524524712154,0.884128974814544
71,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886301456092876,0.877521720206516,0.581901469905178,0.464437615786764
188,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895564600443558,0.890974312517561,0.735985732756164,0.66279839768771
192,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.261998135559745,0.260489443459775,0.190357675768717,0.00233183957513287
125,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.983113007754774,0.982285288440719,0.970614606797161,0.962470068562492
124,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.878441655378601,0.86970973659347,0.576082019165781,0.464436177207686
43,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894144410027395,0.889384110592239,0.736728056365325,0.666912012951133
39,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.893986167449213,0.889430328866815,0.735813697526484,0.659631387938651
92,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.947061341263211,0.947525999909451,0.930049432403344,0.949729555621682
107,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906110397103922,0.905836940541766,0.892545158222481,0.890713791007783
108,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.331277165369256,-0.32966705635299,-0.228041140417991,-0.290325763744498
14,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90400198502357,0.903576863477511,0.891448787063643,0.889421286244134
106,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.921875622680405,0.921327126692378,0.911765009517257,0.911189310595769
69,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.390845136978466,0.387480761432705,0.309452677706151,0.246979478478163
6,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899475648603144,0.899167621759124,0.886038031869975,0.88436651107222
172,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896975500779865,0.896603297552129,0.883684046416896,0.881577757903609
151,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907342467722232,0.906896578569502,0.894795730797313,0.892960325882254
91,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.931842339483516,0.922795056408935,0.626848382608759,0.474052277167078
121,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.21512337878192,0.206334125618493,0.161811653524121,0.182966985559792
63,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.819358163699247,0.814715603477162,0.675263396339472,0.617050132661473
100,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.879405252704988,0.870622030444691,0.576770849938435,0.4663521333494
180,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.91056424419301,0.90990243395435,0.894602550308501,0.894240729441025
16,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902364094368609,0.901719759563576,0.888690689160071,0.887833302851227
43,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.860248743152225,0.700106228397807
76,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-1,-0.995457997831871,-0.755164128156444,-0.789199668474281
90,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
17,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
191,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886450879694518,0.881740275203977,0.729649997731177,0.658516750102372
39,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
